Target_gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	Representative miRNA	Cumulative weighted context score	Total context score	Aggregate PCT	Previous TargetScan publication(s)
nAChRalpha3	FBtr0339652	nicotinic Acetylcholine Receptor alpha3	904	0	0	0	0	2	1	0	1	dme-miR-999-3p	-0.56	-0.84	0.16	
MFS14	FBtr0345426	Major Facilitator Superfamily Transporter 14	3361	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.56	-0.56	< 0.1	
Tom20	FBtr0332719	Translocase of outer membrane 20	18145	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.56	-0.63	0.30	
CG13894	FBtr0072606	-	63	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.56	-0.56	< 0.1	
SLIRP2	FBtr0081878	SRA stem-loop interacting RNA binding protein 2	1221	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.56	-0.57	< 0.1	
CG13021	FBtr0070570	-	590	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.56	-0.57	< 0.1	
isoQC	FBtr0078199	iso Glutaminyl cyclase	7	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.55	-0.81	< 0.1	
Ubqn	FBtr0340612	Ubiquilin	9991	1	0	0	1	1	0	1	0	dme-miR-999-3p	-0.55	-0.59	0.69	
Ice2	FBtr0084015	Interacts with the C terminus of ELL 2	30	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.55	-0.57	< 0.1	
Swip-1	FBtr0340322	Swiprosin-1	10363	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.55	-0.55	< 0.1	
Ctl2	FBtr0085371	Choline transporter-like 2	2604	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.55	-0.64	< 0.1	
CG12768	FBtr0331396	-	515	1	1	0	0	1	0	1	0	dme-miR-999-3p	-0.55	-1.64	0.73	
swa	FBtr0070922	swallow	1326	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.55	-0.55	0.13	
aub	FBtr0080165	aubergine	158	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.55	-0.55	< 0.1	
gt	FBtr0070460	giant	16	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.55	-0.55	0.16	
Dhod	FBtr0081890	Dihydroorotate dehydrogenase	1160	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.54	-0.54	< 0.1	
CG7781	FBtr0079609	-	1426	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.54	-0.76	0.64	2008, 2011
Usp10	FBtr0333267	Ubiquitin specific protease 10	5144	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.54	-0.65	< 0.1	
AdamTS-A	FBtr0083160	ADAM metallopeptidase with thrombospondin type 1 motif A	1132	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.54	-0.55	0.62	
Psf3	FBtr0333306	Psf3	768	1	0	1	0	1	0	0	1	dme-miR-999-3p	-0.54	-0.75	0.38	
jhamt	FBtr0340233	juvenile hormone acid methyltransferase	130	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.54	-0.62	< 0.1	
CG16817	FBtr0082082	-	28969	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.54	-0.56	0.15	
CG11741	FBtr0112769	-	163	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.54	-0.54	< 0.1	
CG32204	FBtr0113429	-	107	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.53	-0.55	< 0.1	
lute	FBtr0083435	lute	2097	1	0	1	0	1	0	1	0	dme-miR-999-3p	-0.53	-0.81	0.34	2011
TMEM216	FBtr0300543	Transmembrane protein 216	4138	2	0	0	2	0	0	0	0	dme-miR-999-3p	-0.53	-0.94	0.81	
Atf3	FBtr0070244	Activating transcription factor 3	2940	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.53	-0.55	0.16	
Tsp26A	FBtr0113024	Tetraspanin 26A	592	1	0	1	0	2	1	1	0	dme-miR-999-3p	-0.53	-0.59	0.35	2011
Arf79F	FBtr0299906	ADP ribosylation factor at 79F	44687	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.53	-0.53	< 0.1	
CG13893	FBtr0072562	-	67	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.53	-0.71	< 0.1	
CG6583	FBtr0080358	-	516	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.52	-0.53	< 0.1	
Fsn	FBtr0087763	F-box synaptic protein	3462	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.52	-0.52	0.21	
Lcp65Ag1	FBtr0077058	Lcp65Ag1	816	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.52	-0.52	< 0.1	
CG34135	FBtr0110905	-	245	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.52	-0.52	< 0.1	
CG5867	FBtr0080449	-	7139	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.51	-0.52	0.10	
CG30391	FBtr0071621	-	362	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.51	-0.51	< 0.1	
CG10082	FBtr0071661	-	4368	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.51	-0.56	< 0.1	
nkd	FBtr0332649	naked cuticle	92	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.51	-0.60	0.14	
mRRF2	FBtr0344226	mitochondrial ribosome recycling factor 2	550	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.51	-0.51	< 0.1	
sNPF-R	FBtr0332667	short neuropeptide F receptor	70	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.51	-0.65	< 0.1	
GATAe	FBtr0083218	GATAe	594	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.51	-0.51	< 0.1	
Scm	FBtr0082102	Sex comb on midleg	2366	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.50	-0.50	0.50	2008, 2011
Glut1	FBtr0333493	Glucose transporter 1	1047	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.50	-0.76	0.55	
Alh	FBtr0081612	Alhambra	616	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.50	-0.50	< 0.1	
CG10561	FBtr0081155	-	4410	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.50	-0.53	< 0.1	
CG7985	FBtr0083559	-	22	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.50	-0.50	0.35	
raw	FBtr0079745	raw	1140	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.50	-0.50	< 0.1	
Galphai	FBtr0076934	G protein alpha i subunit	5222	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.49	-0.51	0.36	2008, 2011
CG44000	FBtr0334119	-	7664	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.49	-0.50	< 0.1	
jv	FBtr0307514	javelin	36	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.49	-0.49	< 0.1	
Su(var)3-9	FBtr0310385	Suppressor of variegation 3-9	179	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.49	-0.49	< 0.1	
Atox1	FBtr0078426	Antioxidant 1 copper chaperone	7181	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.48	-0.61	< 0.1	
mRpL45	FBtr0084272	mitochondrial ribosomal protein L45	3069	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.48	-0.48	< 0.1	
CG32758	FBtr0340670	-	3977	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.48	-0.49	0.73	2011
Zasp66	FBtr0089565	Z band alternatively spliced PDZ-motif protein 66	15600	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.48	-0.93	< 0.1	
skd	FBtr0078329	skuld	3754	1	1	0	0	2	0	2	0	dme-miR-999-3p	-0.47	-0.48	0.74	2008, 2011
CG10494	FBtr0071699	-	524	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.47	-1.36	0.62	
Vhl	FBtr0088115	von Hippel-Lindau	765	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.47	-0.81	< 0.1	
CG2258	FBtr0071110	-	910	2	0	1	1	1	0	1	0	dme-miR-999-3p	-0.47	-1.11	0.46	
hbn	FBtr0071556	homeobrain	31	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.47	-0.57	0.20	
vg	FBtr0087785	vestigial	349	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.47	-0.48	0.40	2008, 2011
CG17580	FBtr0087857	-	64	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.47	-0.47	0.17	
CG33098	FBtr0082580	-	317	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.46	-0.69	< 0.1	
Gpdh	FBtr0333229	Glycerol 3 phosphate dehydrogenase	26572	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.46	-0.67	< 0.1	
CG9062	FBtr0088181	-	704	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.46	-0.47	< 0.1	
Grip163	FBtr0076061	Grip163	774	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.46	-0.47	< 0.1	
PK1-R	FBtr0305681	Pyrokinin 1 receptor	34	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.46	-0.56	< 0.1	
CG4302	FBtr0071625	-	91	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.45	-0.58	< 0.1	
AstA-R1	FBtr0070575	Allatostatin A receptor 1	148	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.45	-0.54	0.16	
CG12179	FBtr0300755	-	252	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.44	-0.44	< 0.1	
Proc-R	FBtr0070714	Proctolin receptor	555	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.44	-0.45	0.43	
CG46316	FBtr0452132	-	66	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.44	-0.44	N/A	
bcd	FBtr0081664	bicoid	1073	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.44	-0.44	< 0.1	
CG10345	FBtr0083360	-	1086	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.44	-0.44	0.22	2008, 2011
Etl1	FBtr0079901	Etl1	356	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.44	-0.44	< 0.1	
Pino	FBtr0077987	Pinocchio	4549	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.44	-0.44	0.73	2008, 2011
CG3808	FBtr0075041	-	306	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.44	-0.44	< 0.1	
slow	FBtr0073291	slowdown	178	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.43	-0.43	< 0.1	
CG5177	FBtr0332522	-	11469	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.43	-0.56	< 0.1	
E(spl)m5-HLH	FBtr0084979	"Enhancer of split m5, helix-loop-helix"	346	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.43	-0.43	< 0.1	
sstn	FBtr0075657	stepping stone	556	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.43	-0.44	< 0.1	
sigmar	FBtr0072096	salivary glands marred	1354	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.43	-0.45	0.58	2008, 2011
edl	FBtr0086652	ETS-domain lacking	870	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.43	-0.88	< 0.1	
otu	FBtr0071236	ovarian tumor	3054	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.42	-0.44	< 0.1	
pan	FBtr0308615	pangolin	3875	0	0	0	0	2	0	0	2	dme-miR-999-3p	-0.42	-0.68	< 0.1	
CG42313	FBtr0345431	-	149	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.42	-0.42	< 0.1	
Sdic4	FBtr0346678	Sperm-specific dynein intermediate chain 4	5	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.42	-0.42	< 0.1	
CG5065	FBtr0087108	-	7000	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.42	-0.42	< 0.1	
RASSF8	FBtr0084898	Ras association domain family member 8	862	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.42	-0.58	< 0.1	
AP-1gamma	FBtr0309255	"Adaptor Protein complex 1, gamma subunit"	3420	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.42	-0.42	0.23	
Achl	FBtr0345529	Achilles	110	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.42	-0.42	0.15	
nAChRalpha4	FBtr0300118	nicotinic Acetylcholine Receptor alpha4	839	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.42	-1.18	0.72	
alphaTub84B	FBtr0081639	alpha-Tubulin at 84B	83125	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.41	-0.42	< 0.1	
Kap-alpha3	FBtr0082107	karyopherin alpha3	15989	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.41	-0.41	< 0.1	
CG32365	FBtr0076746	-	559	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.41	-0.41	< 0.1	
GluRIB	FBtr0334765	Glutamate receptor IB	437	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.41	-0.42	0.71	
Vps13	FBtr0088910	Vacuolar protein sorting 13	4413	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.41	-0.41	0.16	
CG42340	FBtr0331297	-	354	0	0	0	0	4	0	3	1	dme-miR-999-3p	-0.41	-9.51	0.12	
CG34133	FBtr0301073	-	1690	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.40	-0.42	0.24	
CTCF	FBtr0076878	CTCF	1140	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.40	-0.44	< 0.1	
Cyp4p2	FBtr0088591	Cyp4p2	61	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.40	-0.40	< 0.1	
CG42613	FBtr0304687	-	3113	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.40	-0.41	0.73	2008, 2011
CG44355	FBtr0339812	-	29	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.40	-0.80	0.80	
CG17380	FBtr0299867	-	343	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.40	-0.40	< 0.1	
Nop17l	FBtr0088901	Nop17 like	1399	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.40	-1.04	0.73	2008, 2011
CG44837	FBtr0343552	-	122	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.39	-0.43	< 0.1	
robl62A	FBtr0072695	robl62A	779	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.39	-0.39	< 0.1	
CG9114	FBtr0074020	-	350	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.39	-0.39	< 0.1	
GluClalpha	FBtr0335417	GluClalpha	1587	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.39	-0.70	0.18	
mldr	FBtr0305494	mulder	561	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.39	-0.52	< 0.1	
NetB	FBtr0302018	Netrin-B	371	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.39	-0.43	0.73	2011
CG14995	FBtr0300877	-	15347	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.39	-0.39	< 0.1	
Syx1A	FBtr0392904	Syntaxin 1A	3285	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.38	-1.09	< 0.1	
CG42449	FBtr0300222	-	24	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.38	-0.38	0.18	
CG10188	FBtr0081282	-	349	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.38	-0.41	< 0.1	
Ccm3	FBtr0083094	Cerebral cavernous malformation 3	7292	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.38	-0.63	< 0.1	
CG34155	FBtr0111047	-	258	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.38	-0.41	< 0.1	
okr	FBtr0077673	okra	588	1	0	0	1	1	0	0	1	dme-miR-999-3p	-0.38	-1.14	0.75	
CG14829	FBtr0273403	-	9	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.38	-0.44	0.27	
Rpt4R	FBtr0076040	Regulatory particle triple-A ATPase 4-related	636	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.38	-0.38	< 0.1	
Rdl	FBtr0076536	Resistant to dieldrin	4678	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.38	-0.43	< 0.1	
CG8475	FBtr0079639	-	5564	0	0	0	0	2	1	0	1	dme-miR-999-3p	-0.38	-0.38	< 0.1	
mGluR	FBtr0344897	metabotropic Glutamate Receptor	420	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.37	-1.25	< 0.1	
vilya	FBtr0070486	vilya	194	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.37	-1.42	< 0.1	
cnir	FBtr0077666	cornichon related	297	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.37	-0.39	< 0.1	
ppan	FBtr0084012	peter pan	1356	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.37	-0.46	< 0.1	
CG1434	FBtr0073903	-	589	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.37	-0.37	< 0.1	
na	FBtr0344822	narrow abdomen	428	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.37	-0.37	0.58	
oxt	FBtr0072904	peptide O-xylosyltransferase	683	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.37	-0.44	0.17	
oc	FBtr0300106	ocelliless	985	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.37	-0.38	< 0.1	
CG2841	FBtr0070403	-	1248	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.37	-0.37	< 0.1	
r-l	FBtr0084038	rudimentary-like	1616	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.36	-0.37	< 0.1	
CG8910	FBtr0087071	-	62	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.36	-0.37	0.42	
rdgB	FBtr0331716	retinal degeneration B	2090	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.36	-0.47	0.30	
CG3309	FBtr0070798	-	882	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.36	-0.41	< 0.1	
MED9	FBtr0300664	Mediator complex subunit 9	3138	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.36	-0.39	N/A	
CG45049	FBtr0344359	-	2512	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.36	-0.42	0.42	
CG33995	FBtr0100048	-	8623	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.36	-0.41	< 0.1	
dos	FBtr0072926	daughter of sevenless	3424	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.36	-0.36	< 0.1	
Rab11	FBtr0084011	Rab11	15352	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.35	-0.36	0.35	2008, 2011
Akt1	FBtr0344717	Akt1	7207	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.35	-0.50	0.14	
Atg17	FBtr0078716	Autophagy-related 17	6420	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.35	-0.36	< 0.1	
CG13766	FBtr0343161	-	924	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.35	-0.38	< 0.1	
slmb	FBtr0084032	supernumerary limbs	6095	0	0	0	0	2	0	1	1	dme-miR-999-3p	-0.35	-0.73	< 0.1	
Gbs-76A	FBtr0345390	Glycogen binding subunit 76A	3717	1	0	1	0	1	0	0	1	dme-miR-999-3p	-0.35	-0.51	0.29	
flfl	FBtr0114604	falafel	2932	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.35	-0.60	< 0.1	
Cyp317a1	FBtr0345873	Cyp317a1	406	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.35	-0.35	< 0.1	
CG5597	FBtr0072131	-	1351	0	0	0	0	2	0	2	0	dme-miR-999-3p	-0.35	-0.82	< 0.1	
Eip63F-1	FBtr0303420	Ecdysone-induced protein 63F 1	1342	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.35	-0.52	0.45	2008, 2011
Crtc	FBtr0345384	CREB-regulated transcription coactivator	1643	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.35	-0.35	< 0.1	
dpr14	FBtr0307270	defective proboscis extension response 14	477	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.35	-0.42	0.49	
CG13699	FBtr0075134	-	8	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.35	-0.35	< 0.1	
fj	FBtr0086754	four-jointed	437	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.35	-0.35	< 0.1	
CG3168	FBtr0340268	-	25105	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.35	-0.43	< 0.1	
Ptp36E	FBtr0343821	Protein tyrosine phosphatase 36E	590	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.34	-0.34	0.50	2008, 2011
jeb	FBtr0333065	jelly belly	1613	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.34	-0.91	< 0.1	
Ekar	FBtr0089102	Eye-enriched kainate receptor	157	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.34	-0.34	N/A	
CG42709	FBtr0302981	-	3376	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.34	-0.34	0.33	
homer	FBtr0329892	homer	3688	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.34	-0.36	< 0.1	
CG13579	FBtr0072298	-	64	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.34	-0.34	< 0.1	
Grd	FBtr0075139	Glycine receptor	55	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.34	-0.34	< 0.1	
CG14764	FBtr0088880	-	792	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.34	-0.44	< 0.1	
CG10948	FBtr0075938	-	552	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.34	-0.37	0.18	
Teh2	FBtr0073258	tipE homolog 2	1331	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.34	-0.34	0.12	
Syn1	FBtr0078450	Syntrophin-like 1	366	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.33	-0.34	< 0.1	
Mtl	FBtr0085192	Mig-2-like	4368	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.33	-0.34	< 0.1	
MBD-R2	FBtr0082611	MBD-R2	1650	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.33	-0.60	< 0.1	
fwe	FBtr0075541	flower	2647	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.33	-0.34	< 0.1	
RpS15Aa	FBtr0073794	Ribosomal protein S15Aa	15768	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.33	-0.41	< 0.1	
CG13954	FBtr0332996	-	79	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.33	-0.35	< 0.1	
reb	FBtr0088054	rebuf	54	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.33	-0.33	< 0.1	
Drice	FBtr0085482	Death related ICE-like caspase	1474	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.33	-0.37	< 0.1	
nAChRalpha7	FBtr0301835	nicotinic Acetylcholine Receptor alpha7	2379	2	1	1	0	0	0	0	0	dme-miR-999-3p	-0.33	-1.22	0.83	
l(3)05822	FBtr0083595	lethal (3) 05822	965	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.33	-0.42	< 0.1	
Frq1	FBtr0074545	Frequenin 1	4235	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.33	-0.55	0.60	
nAChRbeta1	FBtr0073299	nicotinic Acetylcholine Receptor beta1	508	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.33	-0.33	0.14	
CG32006	FBtr0089170	-	300	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.32	-0.53	< 0.1	
scra	FBtr0088912	scraps	1042	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.32	-0.32	< 0.1	
CG30122	FBtr0086660	-	3657	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.32	-0.32	< 0.1	
DCP1	FBtr0072223	Decapping protein 1	824	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.32	-0.98	0.15	
chrb	FBtr0076093	charybde	10882	0	0	0	0	1	1	0	0	dme-miR-999-3p	-0.32	-0.57	< 0.1	
CG32091	FBtr0076106	-	1451	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.32	-0.32	< 0.1	
axed	FBtr0076978	axundead	1115	1	0	0	1	1	0	1	0	dme-miR-999-3p	-0.32	-0.70	0.58	
Pvr	FBtr0302147	PDGF- and VEGF-receptor related	4061	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.32	-0.33	< 0.1	
CG6985	FBtr0084308	-	668	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.32	-0.97	< 0.1	
l(2)SH0834	FBtr0080062	lethal (2) SH0834	3523	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.32	-0.48	< 0.1	
Smg5	FBtr0080562	Smg5	2231	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.32	-0.32	0.34	2008, 2011
Teh1	FBtr0082151	tipE homolog 1	636	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.31	-0.45	0.69	
ced-6	FBtr0088548	ced-6	9369	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.31	-0.33	< 0.1	
Cyp303a1	FBtr0343812	Cyp303a1	93	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.31	-0.31	< 0.1	
CG10486	FBtr0305273	-	31	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.31	-0.32	< 0.1	
Sara	FBtr0071641	Smad anchor for receptor activation	2608	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.30	-0.30	< 0.1	
Dis3l2	FBtr0072486	Dis3 like 3'-5' exoribonuclease 2	2729	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.30	-0.35	< 0.1	
Scsalpha	FBtr0073151	Succinyl coenzyme A synthetase alpha subunit	29044	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.30	-0.59	< 0.1	
CG13813	FBtr0074827	-	340	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.30	-0.78	< 0.1	
wgn	FBtr0342843	wengen	1889	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.30	-0.31	< 0.1	
trx	FBtr0082947	trithorax	1275	1	0	1	0	0	0	0	0	dme-miR-999-3p	-0.30	-0.32	0.37	2008, 2011
sm	FBtr0304656	smooth	18390	0	0	0	0	3	0	2	1	dme-miR-999-3p	-0.30	-4.91	< 0.1	
VGlut	FBtr0077769	Vesicular glutamate transporter	1380	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.30	-0.31	< 0.1	
CG13739	FBtr0088558	-	79	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.30	-0.31	< 0.1	
CG9747	FBtr0085573	-	2573	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.30	-0.30	< 0.1	
Cf2	FBtr0304887	Chorion factor 2	2450	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.30	-0.30	< 0.1	
CG14186	FBtr0074870	-	1232	0	0	0	0	1	0	1	0	dme-miR-999-3p	-0.29	-0.29	< 0.1	
tws	FBtr0082187	twins	7597	1	0	0	1	0	0	0	0	dme-miR-999-3p	-0.29	-0.56	0.66	2011
CG14257	FBtr0299564	-	138	0	0	0	0	1	0	0	1	dme-miR-999-3p	-0.29	-0.32	< 0.1	
Dhit	FBtr0340279	Double hit	1461	1	1	0	0	0	0	0	0	dme-miR-999-3p	-0.29	-0.88	0.67	
